l,r,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
10000,20000,职位描述：1. 负责公司基于web的产品技术体系架构以及产品总体技术方案设计2. 参与云平台产品及系统的web前端开发和维护；3. 利用html、js、css等相关技术或框架开发前端系统.职位要求：1. 2年以上前端开发经验，精通前端基本技术，包括html、css、javascript、ajax、dom、json等，熟悉div+css页面架构与布局；2. 熟练掌握至少一种常用前端框架，如jquery、react、angularjs、vue.js等，参与过2个以上web商业项目的开发；3. 熟悉至少一种常用后端框架(node.js、play、django中任一种) ；4. 必须有线上产品经验；5. 有较强的独立解决问题能力、学习能力、以及沟通能力，大学本科以上.工作地址南山区深圳湾科技生态园10栋a座2403室,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
5000,6500,岗位职责：负责公司主站和市场营销相关页面开发，需要将设计稿转化为标准的html面，保持良好的兼容性，交互性。职位要求：1.计算机或相关专业本科以上学历，1年以上工作经验。2.精通xhtml，css，对语义化、结构化、web标准页面开发有深入的了解。3.熟悉javascript语言，对性能优化有一定了解。4.熟悉浏览器对代码支持特性，输出兼容各浏览器的页面代码。5.熟悉html5和css3，略一门后台语言。6.培养方向中级前端开发工程师。,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
15000,20000,pc前端岗位职责：1.负责迅雷（pc端/移动端）前端业务开发和优化；2.负责前端业务框架、工具链的不断完善。任职要求：1.3年以上前端开发经验；2.精通html、css、html5、css3，熟悉手机端兼容性常见问题及解决方案；3.js基础扎实，掌握es6，对http(s)协议有自己的见解，熟悉w3c标准及规范，了解网站性能优化、体验优化等；4.熟悉vuejs、react任一框架；5.熟悉webpack、gulp、git等工具链。加分项：1.熟悉react？native、weex、pwa等技术者优先2.熟悉nodejs、typescript者优先？3.有技术博客、github等开源项目者优先:手机-web前端开发岗位职责：1.负责手机迅雷ios、android前端产品的设计和开发，服务上亿用户；2.为团队积累和分享最佳开发实践／流程和工具。任职要求：1.3年以上前端开发经验；2.js基础扎实，掌握es6，对http协议有自己的见解，熟悉w3c标准及规范，了解网站性能优化，技术体验优化；3.精通html、css、html5、css3，熟悉不同手机不同版本的兼容性差异；4.熟悉jquery、vuejs、reactnative、weex框架，有应用经验优先；5.熟悉webpack、gulp、git等工具链；6.熟悉nodejs者优先；7.有技术博客、github开源项目为加分项。:海外项目前端招聘职位诱惑：海外新产品、新挑战！岗位职责：1.？负责海外移动端产品前端业务开发和优化；2.？负责前端业务框架、工具链的不断完善；3.？配合后台工程师一起研讨技术实现方案，进行应用及系统整合。任职要求：1.？3年以上前端开发经验、良好的编码能力；2.？熟悉html、css、html5、css3，熟悉手机端兼容性常见问题及解决方案；3.？js基础扎实，掌握es6，熟悉http协议，熟悉w3c标准及规范，了解网站性能优化、体验优化等；4.？熟悉vue、react任一框架；5.？熟悉webpack、gulp、git等工具链。加分项1.有技术博客、github等开源项目者优先；2.熟悉nodejs者优先。,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
8000,10000,"有做过消费金融者项目或者在消费金融公司、现金贷公司做过的优先考虑。  岗位职责： 1.负责web前端技术架构及核心组件、框架开发； 2.负责前端架构设计、功能的开发、文档编写； 3.参与制定和编写前端架构代码 (如：设计标准)及标准管理； 4.负责前端性能优化和技术难点攻关； 5.与后端技术合作团队协作； 6.积极了解业界发展、互联网相关新技术及趋势，规划公司未来技术架构方向。 任职要求 1.三年以上前端工作经验； 2.精通html5，css3，javascript，玩转 jquery，bootstrap，javascript 模块化 / 前端组件化开发； 3.具备优秀的前端架框设计与优化能力, 有一定设计美感更佳； 4.熟悉响应式布局, 客户端性能优化, 了解前端动画者优先； 5.熟悉node js及express/koa的开发； 6.熟悉使用angular.js ,backbone,react其中一种个mvc设计框架； 7.熟悉响应式布局，会使用 bootstrap/pure/foundation 等至少一种； 8.熟悉前端安全和网络攻击模式； 9.有ios、andriod 等移动设备开发经验者优先；有互联网金融产品设计和技术开发经历的优先考虑。",0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8000,10000,岗位职责：?依据产品需求完成高质量的web前端开发和维护；？?对具体的产品进行前端性能优化；?在理解前端开发流程的基础上，结合前端实际建立或优化提升工作效率的工具；？?在理解产品业务的基础上，结合前端技术建立或优化web的交互方式。岗位要求：1. 精通各种web前端技术（php/html/css/javascript等)；？2. 熟练跨浏览器、跨终端的开发，有html5/css3等移动端web页面开发经验和案例；？3. 深刻理解web标准，对可用性、可访问性有实际的了解和实践经验；？4. 具备前端工程化的思维和实践经验；？5. 技术视野广阔，有主导前端技术方案设计的能力和经验，能够独立承担项目开发工作；？6. 良好的团队合作精神和积极主动的沟通意识，具有很强的学习能力和对新技术的追求精神，乐于分享.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
7000,11000,"岗位职责:负责后台监控软件、嵌入式web的开发与维护，开发过程文档编写，参与同行评审。 
任职资格:1、计算机、通信、网络工程等相关专业本科及以上学历，2年以上相关工作经验；2、熟悉struts、hibernate、spring等主流开源框架；3、熟练使用javabean、servlet、jsp、webservice等开发技术；4、熟练掌握tomcat、jboss、weblogic等主流应用服务器的配置和使用；5、熟练使用html、css、javascript等客户端开发技术；6、熟悉flex技术、actionscript语言；",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,20000,岗位职责： 1、关注web发展，对web充满激情，3年以上前端开发经验；2、设计web产品的前端架构，并持续优化；3、为前端技术改进、网站性能优化、技术选型提供解决方案；4、负责指导前端小组成员，安排任务，管理代码质量。 5、理解后端架构，与后端工程师配合，为项目提供最优化的技术解决方案；6、良好的团队协作力，为人诚恳，做事踏实；乐于分享，能承受一定工作压力；任职要求： 1、具备3年以上前端开发经验，熟练掌握html、css、javascript开发，能快速解决浏览器、各种用户机型兼容问题。 2、熟练掌握jquery、requirejs等主流js框架，熟练使用vue、react、angularjs之一，有大型单页或多页应用实际项目设计、开发维护经验。精通react者优先考虑； 3、熟练运用webpack、gulp等构建工具，熟练使用less，sass，postcss等css处理工具。 4、对单页应用性能优化有自己的见解和实际项目优化经验。5、熟悉各种浏览器、安卓、ios平台特性，能很好的解决兼容性问题；有安卓和ios前端h5页面开发经验； ？有博客、开源项目者优先；熟悉.net语言者优先。,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
15000,20000,"前端h5方向（react向）1.对前端mvc/mvvm框架有开发经验，掌握react/redux,并熟悉其组件化开发，另熟悉vue经验优先；2.5年以上前端工作开发经验，能力特别优秀者可以适当放宽；3.掌握javascript语言（es6）掌握query/zepto框架；4.熟悉amd/cmd/umd规范级模块化开发；5.熟悉微信jssdk/微信小程序经验者优先；6.熟悉js与native之间的交互原理；7.熟悉html5方面js对象及功能使用优先；8.熟悉画图（canvas）类库/游戏引擎优先；",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,20000,1、大专3年以上前端开发经验，本科3年以上前端开发经验； ？ ？2、精通javascript、html5、css等技术，熟悉es6； ？ ？3、熟练运用主流的移动端js库和开发框架，并深入理解其设计原理，如？vue.js、reactjs、angular等，有vue.js实战经验的并有复杂应用场景的开发经验； ？ ？4、有移动端web？app混合开发经验； ？ ？5、有前端架构、性能优化、稳定性等方面的实践经验优先； ？ ？6、对技术有强烈的进取心，具有良好的沟通能力和团队合作精神，优秀的分析能力和解决问题的能力，具有一定的抗压能力。 ？ ？,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10000,15000,"岗位职责:参与global监控软件web及前端ui的功能设计与开发。 
任职资格:1、软件工程、自控、计算机或相关电子专业本科以上学历；2、精通web前端技术，包括html/css/javascript等；3、精通js对象编程，了解基于原型的继承原理，掌握作用域(链)、原型(链)、闭包、this指向、变量提升等基础知识；4、熟悉主流的前端框架之一：angularjs/angular/react/vue；5、熟悉http/https协议，熟悉基本的网络原理；6、8. 精通java开发，熟悉restful，熟悉spring boot；7、正直诚实、积极上进，有较强的团队合作和沟通能力；8、良好的英语能力，可以满足global项目的日常交流和英文邮件沟通。优选条件：1、了解前端模块化，熟悉requirejs/commonjs/es6模块者优先；2、使用过canvas/svg/webgl对图像进行处理者优先；3、熟悉css3新特性、sass语言者优先； 4、熟悉mongodb应用开发，具有mongodb数据库优化经验者优先；5、对动力设备监控系统和智能设备调测有了解者优先；6、正直诚实、积极上进，有较强的团队合作和沟通能力；7、编程基础扎实，具有良好的编程习惯和代码编写能力，有cmm/cmmi实施经验者优先。",0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
20000,30000,"岗位职责:1、负责卡中心手机、 pc的 web 前端开发；2、与产品业务探讨合作产品及交互优化方案，与后端合作开发产品服务；3、探索 web 和后台、客户端相结合的最佳实践方案，持续优化性能；4、前端效率工具开发以及工作流优化。 
任职资格:1、计算机相关专业，大学本科以上学历；2、3年以上工作经验；3、熟悉 javascript/css 及主流前端类库、框架、工具且有相关项目经验，如 vue，jquery, react 等；以及一门后端语言例如java/php/nodejs，对数据库、操作系统有基础认识；4、有较强的设计稿还原能力（切图、div+css布局等），并有一定的页面审美意识。5、熟悉 es6/html5/css3 等新技术，对 js 新特性有一定理解和使用经验者优先。6、对pc和手机浏览器兼容性有一定理解，有相关问题的处理经验。7、较强的学习能力，具备良好的知识沉淀习惯，能快速适应新技术的更新。8、逻辑分析能力强，善于沟通，具备良好的沟通能力和团队协作精神。【优先考虑】1、有海外留学背景优先；2、211、985院校硕士优先；",0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0
15000,30000,岗位职责：1、熟悉敏捷开发模式，根据设计文档、开发规范独立编写高质量代码；2、参与需求分析，进行功能设计并根据需求搭建开发环境；3、发现并修复bug，不断优化现有的产品，提高稳定性和可扩展性以及用户体验；4、参与开发成果评审，关注前沿技术研究。岗位要求：1、有大用户量商用小程序开发经验（至少1个）以及web前端开发经验三年以上；2、精通html5/javascript/css3等web前端开发技术；3、精通移动端h5开发，有基于微信的h5开发案例；4、有wepy、minui 等微信小程序组件化开发框架项目经验者优先；5、熟悉至少一种流行前端开发框架vuejs，reactjs，angularjs;6、熟悉http的基本工作原理，并能完成基于http协议级的优化；7、对web前端的性能优化以及web常见漏洞有一定的理解和相关实践。,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
8000,15000,岗位职责：1、根据产品需求完成高质量的web前端开发和维护；2、优化web前端应用，改善用户体验；3、解决web前端页面在各浏览器的兼容性问题；4、研究web前端技术的发展，丰富web交互方式。岗位要求：1、2年以上web前端开发工作经验；主要熟悉vue和angular技术；2、精通html、css等web开发领域相关技术；3、有响应式页面开发经验，能开发兼容移动版浏览器的应用；4、精通网站性能优化，技术体验优化，深刻理解web标准和兼容性，对表现与数据分离、web语义化、提升用户体验有独特的见解和实践经验；5、有电商开发经验者优先。,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
8000,10000,"工作职责: ？ ？1.承担web系统的前端界面制作和用户体验交互效果制作;开发前端页面结构框架 ？ ？2.逻辑思路清晰,较强的创新能力,有良好的计划和执行能力； ？ ？3.完成公司、部门经理安排的其他工作。 ？ ？任职资格: ？ ？1、计算机、电子信息技术及其相关专业本科以上学历； ？ ？2、两年以上web前端经验，具有扎实的ui设计知识和java编程基础； ？ ？3、熟悉js、ajax、dom、css hack、jquery、json、bootstrap 等前端技术，以及浏览器在线调试； ？ ？4、对 css/js/html/image 体积&性能优化、解决多浏览器兼容性问题有丰富的经验，页面布局逻辑清晰，语义性强，有良好延展性且便于维护； ？ ？5、熟悉前后端数据交互优先； ？ ？6、对 ？ html5/css3 ？ 等技术有一定使用经验,,熟悉流行的web框架,并有一定的开发经验的优先考虑;7、热爱前端设计，积极上进，学习能力强，能够不断学习和自我激励，能承受较强的工作压力； ？ ？8、真诚敬业，踏实肯干，富有钻研精神，具有良好的团队合作精神和协作能力； ？ ？",1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
15000,20000,岗位职责：1.基本开发能力：精通web开发技能（html、css、javascript）；具备解决页面前台领域的复杂技术问题的能力。 2. 应用能力：熟练运用第三方开源框架和ui套件，以及能熟练针对开源框架或ui套件进行修正和扩展；3. 设计能力：了解主流的web2.0应用开发思想，能够合理的规划与搭建前端架构，熟悉常见的前端扩展性设计方法，熟悉组件/对象生命周期的规划.？任职要求：1.精通div+css，javascript、json、xml等web前端相关技术；熟悉javascript面向对象机制，能用原生javascript进行dom编程2.熟悉多种前端框架（如jquery、easyui、bootstrap等）技术，对前沿技术（html5+css3）有一定研究3.深刻理解web标准，对前端性能、可访问性、可维护性等相关知识有实际的了解和实践经验4.有跨浏览器、跨终端的开发经验5.熟悉java或php编程语言，熟悉http协议6.3年以上相关开发经验。？,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
8000,15000,"1、熟练使用react.js,redux, react-router开发业务系统；2、掌握restful的接口风格，并能熟练进行接口联调。3、能运用chrome控制台进行代码断点调试、日志查看、网络请求查看及问题定位；4、能运用css/less进行页面布局调优；5、熟练掌握es5/6/7语法进行开发；6、良好的沟通及协作能力。7、两年以上前端开发经验，一年以上react框架开发经验。8、能接收一定程度的加班。工作地点：深圳南山区科技园",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
10000,20000,任职要求：1、精通 html5/css3/javascript 等 web 前端开发技术，深入掌握 ajax、dom、bom、xml、json 等相关技术；2、熟悉jquery/bootstrap等技术框架以及实现原理；3、对技术有热情，充满好奇心，学习能力强，有极强的责任心；4、有代码洁癖，良好的编码能力和习惯，能书写适当的注释、文档，代码易于维护和扩展。岗位职责：1、参与公司pc端、移动端产品开发；2、负责已有的产品更新与完善；3、与团队成员合作完成整个系统的设计和开发。,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,15000,1. js语言基础掌握，有良好的编程经验和思想2. 非前端ui重构岗位，着重强调js基础扎实3. 工作态度良好，易合作，易沟通4. 熟悉前端的mvvm框架之一更佳，或能快速掌握vue的开发方式？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
