"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"11",8,2,3,11,182,179,8,3,183,56,1,68,53,4,1,21,2,7,1,1,3,14,13,1,11,17,7,147,47,7,1,1,118,58,6,552,162,1,13,38,6,1,3,82,14,30,9,2,82,2,1,3,78,3,5,11,3,2,131,9,8,499,2,148,4,53,7,1,438,3,2,11,3,188,3,5,15,65,66,111,2,10,14,24,3,3,1,5,46,3,1,9,23,1,1,7,3,8,479,362,6,174,85,2,232,139,41,1,3,72,2,1,546,2,599,2,98,218,397,9,1,3,601,10,2,441,12,1,1,21,1,2,1,1,353,1,269,2,1,1,283,46,2,293,700,51,5,19,1,1,1,54,5,1,75,9,37,228,2,26,4,3,355,24,249,8,48,5,17,58,10,554,14,668,433,1,2,124,22,6,5,5,1,13,1,5,483,2,1,18,8,42,2,2,243,13,3,2,17,6
"12",1,81,1,15,724,2,2,6,2,2,2,140,2,1,3,4,8,4,3,22,2,657,41,286,1,2,466,104,25,4,87,4,162,10,19,37,2,3,3,218,4,2,1,1,1,3,483,80,7,477,43,4,347,1,10,575,2,77,322,54,2,1,5,4,15,61,1,4,47,2,83,18,1,4,1,3,45,580,9,28,1,2,1,1,2,1,46,20,2,130,459,2,1,26,2,1,1,15,166,3,2,2,1,1,136,84,43,2,4,22,6,140,145,1,331,1,1,26,20,1,386,1,35,7,1,2,2,44,104,2,4,5,273,4,31,4,1,4,2,28,65,1,29,4,64,5,2,2,2,2,3,220,42,206,6,120,2,1,1,1,1,5,1,3,1,2,78,4,381,1,5,38,97,1,5,5,39,1,513,118,33,271,234,205,31,9,12,1,2,1,2,8,19,3,1,154,38,4,11,12
"13",36,1,2,114,116,16,1,154,120,13,99,298,1,5,429,2,1,1,8,128,9,172,1,15,3,3,5,1,64,1,9,53,216,18,22,39,1,5,2,4,10,3,13,27,409,1,1,1,48,3,42,1,1,37,6,76,66,286,19,131,1,23,236,67,2,129,3,3,2,26,60,190,52,224,4,1,9,7,3,3,14,32,9,2,4,2,2,32,27,69,16,15,8,31,24,35,17,1,2,12,19,17,10,13,62,2,35,193,1,24,1,4,213,128,7,37,33,738,49,112,3,2,3,82,3,170,46,43,2,648,3,7,774,2,47,2,5,1,7,178,150,2,1,126,337,2,99,1,5,72,4,45,38,8,67,74,67,381,6,66,6,1,295,2,37,28,1,2,1,2,3,69,202,8,81,4,24,13,1,1,65,677,215,5,8,2,260,5,3,4,3,76,1,142,383,309,2,303,1,385
"14",71,4,32,1,1,353,7,80,3,1,4,1,10,3,15,49,42,3,4,6,4,223,12,33,71,264,2,2,53,2,748,160,1,6,1,1,85,35,1,82,2,46,2,2,2,76,2,3,1,11,5,6,42,23,1,1,1,1,1,4,106,2,1,1,408,1,2,2,1,1,581,1,2,3,2,9,1,2,4,4,3,1,13,3,43,4,84,36,1,5,3,6,123,523,3,22,4,5,1,1,3,164,38,3,2,1,1,32,239,1,22,2,2,8,2,16,140,1,1,4,74,47,273,2,66,1,1,2,4,1,5,24,57,6,2,154,3,79,4,3,24,195,120,2,5,241,1,132,177,4,5,242,1,2,2,1,86,77,33,3,9,20,16,1,17,1,595,1,2,48,2,1,1,2,1,3,1,2,59,414,193,692,8,1,417,1,2,18,71,70,4,1,787,48,2,33,229,86,80,30
"15",6,5,462,236,2,1,11,1,1,89,8,2,73,2,229,1,4,2,52,8,1,65,677,2,2,1,1,148,214,71,855,2,5,8,2,2,78,15,4,1,1,121,16,4,69,2,22,665,2,1,17,27,2,2,61,2,190,33,38,1,432,278,74,3,17,134,139,14,3,4,1,7,156,1,5,90,8,1,44,1,10,4,30,52,1,302,3,1,364,1,121,1,2,5,23,33,6,61,437,69,1,3,2,60,1,3,786,242,5,133,118,38,1,3,1,13,60,2,2,29,2,48,1,96,8,3,13,50,3,3,2,70,30,260,1,3,2,59,3,68,1,715,8,1,2,1,130,264,43,411,2,1,2,4,1,292,1,508,23,2,2,4,121,99,9,82,2,3,5,7,1,17,114,185,63,2,3,4,3,4,1,1,3,41,126,47,1,10,537,66,1,18,5,1,246,4,1,1,148,1
"16",8,3,4,33,199,5,74,1,45,8,1,3,5,6,2,3,1,8,1,1,4,810,5,1,37,13,30,143,1,75,1,27,11,12,6,137,3,1,4,4,3,2,5,2,41,6,5,3,12,2,6,2,30,3,3,5,83,2,24,2,1,509,2,129,2,10,3,1,532.5,3,2,2,2,22,3,8,4,4,519.5,6,2,3,18,43,3,2,2,453.5,359.5,4,1,3,6,1,1,8,3,2,780,142,6,4,39,2,91,76,2,1,1,3,1,1,138,19,9,2,11,84,193,2,1,2,6,8,2,289,3,1,1,8,2,67,1,2,256,1,36,3,2,1,5,4,2,14,149,151.5,3,62,3,1,2,6,4,1,436,2,3,61,58,86,3,5,241,196.5,5,5,6,4,6,372,53,470.5,2,302.5,24,1,2,17,2,160,2,2,1,12,1,3,414,2,1,155,6,240.5,1,1,96,69,22,1,3,4
"17",1,33,2,4,132,2,15,51,3,2,2,127,2,2,1,4,2,2,3,7,3,3,3,9,2,2,409,315,3,1,7,2,5,3,7,15,2,3,3,174,5,1,1,1,1,1,22,62,2,286.5,1,5,186,1,2,42,6,20,155,4,6,1,3,2,4,1,1,9,17,2,1,3,1,4,1,3,3,259,2,3,1,2,60,1,1,1,4,5.5,2,14,24,2,1,3,30,1,1,4,2,2,2,1,1,1,11,3,15,2,5,9,2,22,61.5,1,160,1,1,11,3,1,101,1,3,2,1,1,1,190,144,2,4,1,3,4,5,2,1,2,1,4,2,1,3,2,14,4,2,1,1,2,1,26,3,51,2,264,28,1,1,3,1,2,1,10,1,2,117,3,26,3,3,6,27,1,2,4,28.5,1,26,75,13,78,4,92,2,4,14,1,2,1,3,2,2,5,1,82,29,3,2,2
"18",7,1,1,5,6,8,6,6,7,4,4,21,1,4,6,2,3,4,2,246,5,391.5,2,3,5,3,3,1,2,4,16,53,28,1,5,9,1,79.5,1,2,66,3,11,3,6,2,1,1,506,1,94,1,1,35,5,9,24,110,2,70,2,2,355,5,3,5,4,5,1,5,18,32,17,52,2,1,2,3,3,1,6,5,1,2,2,3,1,3,30,56,3,32,2,2,4,2,2,1,3,3,3,3,2,4,42,2,5,303.5,2,4,3,5,27,13,3,179,2,143,4,63,2,11,1,9,3,79,46,5,2,440,1,2,11,3,195.5,4,18,1,4,388.5,21,2,1,61,664.5,2,13,2,4,6,3,3,203,20,4,9,13,40,2,8,9,1,955,1,75,4,2,2,1,1,4,5,5,3,47,5,114,6,1,1,3,456,136,3,3,2,162,6,33,2,1,15,3,237.5,6,8,4,459,1,1
"19",2,12.5,6,2,1,31,1,7,2,1,3,2,82,3,124,18,5,1,34,2,2,68,138,5,8,78,2,2,45,51,6,29,1,2,1,1,5,2,2,16,2,112,73,21,2,476,4,2,1,338,9,3,3,5,1,1,1,1,1,3,7,17,1,1,586,2,2,2,2,1,398,1,3,1,4,107,1,2,1,5,3,1,17,5,17,4,148,19,1,2,2,7,79,297,2,3,4,7,1,1,4,128,14,3,2,1,1,14,483,1,13,2,2,2,2,11,814,1,1,14,51,115,54,1,5,3,2,2,21,1,3,7,43,1,1,80,3,58,40,2,172,54,97,3,2,67,1,119,46,136,5,2,2,3,6,1,7,2,8,2,13,83,14,2,2,1,620.5,1,2,185.5,1,1,1,2,11,2,1,5,16,13,511.5,826,2,1,585,1,2,3,48,59,4,1,370,3,4,44,33,133,126,407.5
"20",10,2,49,30,2,1,8,2,1,5,5,1,20,1,3,1,54,5,18,4,1,44,575,2,1,1,1,7,213,95,638.5,1,2,4,2,2,24,9,8,1,1,416,608,20,21,3,2,125,3,3,8,49,2,2,8,2,264,230.5,13,1,45,48,6,4,1,99,24,3,3,4,3,26,55,2,9,226,5,1,4,2,4,6,2,60,5,100,3,1,16,1,46,1,20,84.5,3,19,12,5,6,24,1,2,3,5,1,6,25,183,3,102,33,35,1,8,1,3,59,2,2,200,3,7,2,214,10,2,162,21,4,3,5,60,40,32,2,5,2,64,5,3,1,460,4,1,1,1,116,576,2,19,6,1,1,2,1,35,1,38,20,1,2,7,54,3,3,12,1,6,3,4,2,4,11,21,37,3,3,3,5,2,1,1,3,13,227.5,169,1,4,91,7,2,4,4,2,8,4,1,2,544,6
"21",4,3,8,229,325,7,183,1,9,5,1,3,6,4,2,2,1,6,1,1,5,676,5,1,15,10,22,99,1,37,1,11,4,7,3,76,3,1,12,3,5,2,2,2,116,5,4,2,26,3,3,2,14,3,3,4,33,2,18,3,1,598,2,34,2,9,4,1,406,3,1,2,2,8,4,7,3,4,290,4,2,3,24,19,3,2,1,807,315,4,1,4,3,1,1,7,4,2,640,79,5,4,24,2,73,80,2,1,1,4,1,1,105,3,14,2,3,61,103,2,1,2,5,3,1,180,3,1,1,12,2,57,1,2,200,1,42,3,2,2,5,3,2,5,205,145,2,20,2,1,2,9,4,1,569,2,1,36,21,143,3,3,138,47,5,3,4,4,19,255,35,591,2,471,3,1,2,8,4,158,2,2,1,13,1,3,254,2,1,70,5,212,1,1,133,52,4,2,3,5
"22",1,25,1,1,118,2,4,8,2,2,2,76,2,2,1,4,2,2,3,9,4,13,2,21,2,2,237,409,3,1,6,2,8,4,5,12,1,2,2,81,3,1,1,1,1,1,19,17,2,165,2,3,110,1,2,55,2,45,173,2,3,1,3,2,4,1,1,4,5,2,6,3,1,1,1,2,4,28,3,6,1,2,45,1,1,1,7,5,2,5,16,2,1,5,7,1,1,3,3,2,3,1,1,1,4,3,30,2,3,7,3,6,20,1,49,1,1,18,4,1,132,1,2,2,2,1,1,183,189,2,4,2,4,4,3,2,1,2,1,4,4,1,3,2,8,3,3,1,1,2,1,31,3,5,3,62,11,1,1,2,1,2,1,19,1,2,37,2,29,2,4,6,27,1,1,4,18,1,18,43,4,17,8,41,2,4,8,1,2,1,3,2,2,5,1,24,15,3,2,1
"23",2,2,2,8,3,18,9,5,4,3,4,10,1,5,30,3,3,3,2,204,3,247,3,3,3,3,3,1,2,3,9,13,27,1,4,4,2,11,1,2,27,3,3,3,11,4,1,1,331,1,146,1,1,22,7,6,9,72,2,53,2,2,404,3,3,2,3,8,1,5,18,13,6,20,3,1,2,3,1,1,4,4,1,2,2,3,2,2,70,48,3,23,2,3,4,2,2,1,2,3,2,3,2,5,12,2,3,396,2,2,2,7,25,18,3,118,2,28,3,70,2,6,1,5,3,118,33,5,2,378,1,1,14,3,57,3,40,1,3,422,2,2,1,34,415,2,6,2,4,4,3,2,133,20,6,6,26,30,2,4,8,1,981,1,55,4,1,3,1,1,3,2,7,3,15,5,156,6,1,1,3,545,158,2,3,2,55,5,7,3,1,9,3,335,3,4,3,550,1,2
"24",3,12,4,2,1,13,1,3,1,1,3,2,21,3,64,13,5,1,32,2,2,47,91,4,4,42,2,2,9,19,5,24,1,2,1,1,4,3,3,6,2,35,133,11,2,338,3,3,1,413,8,5,2,4,1,1,1,1,1,5,4,18,1,1,481,5,2,2,2,1,438,1,3,2,2,90,1,1,2,5,3,1,7,15,10,4,71,9,1,2,2,3,49,206,2,3,3,10,1,1,4,41,6,4,2,1,1,7,251,1,14,2,2,2,2,8,934,1,1,41,17,57,21,1,4,3,2,2,6,1,3,4,74,1,2,38,3,143,55,1,151,39,65,3,1,148,1,155,7,103,4,3,2,3,2,1,18,2,3,1,12,56,4,2,2,1,641,1,3,135,1,1,1,2,11,2,1,3,24,29,579,975,2,1,566,1,2,3,75,29,4,1,329,3,10,10,127,37,311,133
"25",7,1,25,5,2,1,7,2,3,4,5,1,7,1,3,1,20,5,16,3,1,11,364,2,1,1,1,5,194,104,422,1,2,3,2,2,10,26,4,1,1,184,533,10,10,2,2,64,3,2,5,33,3,2,4,2,60,127,8,1,261,39,5,5,1,120,6,3,3,4,3,19,10,3,7,169,5,2,5,2,5,6,2,63,5,60,3,1,7,1,18,1,6,26,3,13,117,6,4,9,1,2,3,3,1,4,26,180,4,12,12,16,1,5,1,3,144,2,2,201,3,3,3,125,7,2,157,13,3,3,5,48,27,5,1,4,2,65,4,3,1,416,4,1,2,1,45,254,3,13,6,1,1,2,1,32,2,31,15,3,2,7,27,3,3,13,2,5,2,3,2,5,13,19,4,3,3,2,3,2,1,1,3,8,111,118,1,4,31,2,2,4,4,2,2,2,1,1,544,3
"26",4,3,8,202,243,7,125,1,17,7,1,3,6,5,2,2,1,6,1,1,5,685,5,1,13,11,39,333,1,26,1,8,6,6,3,145,3,1,8,3,6,2,4,2,99,5,4,3,24,3,3,2,24,3,3,4,32,2,14,3,1,731,2,36,2,12,4,1,366,3,1,2,2,14,4,8,3,4,289,3,2,4,21,35,3,2,1,768,237,3,1,3,3,1,1,7,4,2,577,115,5,4,35,2,65,100,3,1,1,2,1,1,98,3,10,2,5,48,142,2,1,2,6,3,1,143,3,1,1,8,2,47,1,2,141,2,44,3,2,2,5,3,2,5,172,123,2,30,2,1,2,11,4,1,470,2,1,28,19,99,3,3,131,69,5,3,4,4,16,324,28,519,2,359,2,1,2,7,4,125,2,2,1,11,1,3,238,2,1,83,5,206,1,1,87,34,4,2,3,7
"27",1,20,1,1,126,2,2,9,2,2,2,74,2,2,1,4,2,2,3,8,4,9,2,12,2,2,442,297,3,1,7,2,10,4,5,11,1,2,2,84,3,1,1,1,1,1,14,16,2,204,2,4,129,1,2,64,2,51,184,2,3,1,3,2,4,1,1,4,4,2,7,3,1,3,1,2,4,93,3,6,1,2,28,1,1,1,6,6,2,5,13,2,1,6,15,1,1,3,3,2,3,1,1,1,4,3,29,2,3,9,3,7,19,1,86,1,1,14,4,1,140,1,3,2,2,1,1,154,177,2,4,2,4,4,3,1,1,2,1,4,3,1,3,2,8,3,3,1,1,2,1,26,3,8,2,89,9,1,1,1,1,2,1,12,1,2,43,2,26,3,4,5,20,1,1,4,12,1,19,48,4,24,5,44,2,4,8,1,2,1,3,2,3,4,1,55,14,3,2,1
"28",2,1,2,5,3,9,3,6,4,3,4,10,1,4,34,3,3,3,2,159,3,217,3,3,3,3,3,1,2,3,9,13,17,1,4,5,2,21,1,2,30,3,3,3,10,4,1,1,286,1,88,1,1,20,7,6,14,57,2,53,2,2,510,3,3,3,3,7,1,5,24,17,6,22,3,1,2,3,5,1,5,3,1,2,2,3,2,2,85,34,3,46,2,3,4,2,2,1,2,3,2,3,2,5,17,2,2,371,2,3,2,8,29,14,3,137,2,45,3,110,2,7,1,4,3,89,21,4,2,271,1,1,12,3,79,3,41,1,4,405,4,2,1,31,652,2,6,2,4,4,3,3,107,22,6,4,14,25,2,4,9,1,984,1,39,4,1,3,1,1,3,2,7,3,14,5,124,8,1,1,3,444,125,2,3,2,78,5,10,2,2,7,2,267,5,4,2,509,1,2
"29",3,15,4,2,1,13,1,4,1,1,3,2,24,3,51,11,5,1,24,2,2,38,189,4,4,35,2,2,22,15,3,20,1,2,1,1,4,3,3,8,2,37,80,8,2,350,3,2,1,458,10,3,2,4,1,1,1,1,1,4,4,18,1,1,471,5,2,2,2,1,374,1,3,1,2,60,1,1,1,5,3,1,5,16,10,4,85,7,1,2,2,4,39,328,2,3,3,7,1,1,4,42,7,3,2,1,1,6,304,1,13,2,2,2,2,8,922,1,1,39,19,75,23,1,5,3,2,2,7,1,3,4,72,1,2,33,3,141,45,1,114,33,78,3,2,154,1,181,9,68,4,2,2,3,3,1,18,2,5,2,13,77,3,2,2,1,729,1,3,129,1,1,1,2,9,2,1,3,20,32,588,969,2,1,436,1,2,3,42,19,4,1,431,3,4,10,143,49,170,311
"30",7,2,35,9,2,1,5,2,3,5,5,1,9,1,3,1,25,5,14,3,1,20,412,2,1,1,1,5,157,89,432,1,2,3,2,2,8,26,4,1,1,265,543,13,9,2,2,81,3,2,4,27,3,2,4,2,67,108,7,1,147,30,5,6,1,72,5,3,3,4,3,49,31,2,6,125,5,2,4,2,4,6,2,47,4,62,3,1,8,1,31,1,6,22,3,10,76,6,5,14,1,2,3,4,1,4,21,126,4,17,14,29,1,4,1,3,104,2,2,300,3,4,2,131,7,2,188,14,3,3,5,52,32,5,1,4,2,59,3,3,1,501,4,1,1,1,50,307,3,10,6,1,1,2,1,40,2,24,16,3,2,5,29,3,3,12,2,5,2,2,2,7,10,25,7,3,3,2,3,2,1,1,3,8,141,108,1,4,41,3,1,4,4,2,2,1,1,1,480,3
"31",2,3,5,102,346,4,67,1,11,4,1,3,6,3,2,2,1,8,1,1,3,334.5,4,1,26,8,26,326,1,19,1,13,3,7,3,59,3,1,4,4,3,2,5,2,60,5,7,3,11,3,1,1,26,3,3,5,92,2,5,5,1,404,2,185,2,10,3.5,1,660,3,3,2,2,24,4,4,3,5,294,6,2,3,17,124,3,2,2,583.5,79,12,1,3,9,1,1,23,4,2,76,35,6,4,26,2,110,102,2,1,1,4,1,1,4,7,8,2,13,109,99,2,1,2,11,6,1,144,3,1,1,3,2,7,1,3,321,3,32,3,2,1,4,3,2,11,122,143,3,45,3,1,2,10,4,1,411,2,2,31,33,50,3,3,104,93,5,5,4,4,4,439,40,232,2,96,12,1,2,16,2,47,3,2,1,3,1,4,472,2,1,84,7,153,1,1,16,32,9,1,2,4
